O/F,Pc_psia,Isp_s,Tc_R,Tt_R,Te_R,MW_lbm_lbmol,Gamma,Optimal_Eps,Pe_to_Pamb
4.80,300,304.35,5683.13,5320.85,1867.18,25.2786,1.1606,3.70,0.9803
4.80,350,304.41,5705.61,5336.61,1864.67,25.2992,1.1624,4.00,1.0175
4.80,400,304.46,5724.82,5349.91,1862.57,25.3166,1.1641,4.40,1.0103
4.80,450,304.51,5741.55,5361.35,1860.79,25.3317,1.1655,4.80,1.0008
4.80,500,304.54,5756.34,5371.37,1859.24,25.3449,1.1668,5.20,0.9900
4.80,550,304.58,5769.57,5380.25,1857.88,25.3566,1.1680,5.50,1.0040
4.80,600,304.61,5781.52,5388.21,1856.67,25.3671,1.1691,5.90,0.9902
4.80,650,304.63,5792.41,5395.39,1855.59,25.3765,1.1702,6.20,0.9991
4.80,700,304.66,5802.39,5401.92,1854.60,25.3852,1.1711,6.50,1.0056
4.80,750,304.68,5811.60,5407.91,1853.71,25.3931,1.1720,6.90,0.9900
4.80,800,304.70,5820.14,5413.42,1852.89,25.4004,1.1728,7.20,0.9941
4.80,850,304.71,5828.10,5418.52,1852.13,25.4072,1.1736,7.50,0.9969
4.80,900,304.73,5835.54,5423.25,1851.43,25.4134,1.1743,7.80,0.9988
4.80,950,304.75,5842.52,5427.67,1850.78,25.4193,1.1750,8.10,0.9997
4.80,1000,304.76,5849.10,5431.81,1850.17,25.4248,1.1757,8.40,0.9999
4.90,100,304.55,5527.90,5216.22,1925.65,25.2393,1.1454,1.80,1.0178
4.90,150,304.77,5592.95,5266.29,1916.49,25.3043,1.1494,2.30,1.0273
4.90,200,304.92,5638.25,5300.47,1910.46,25.3487,1.1525,2.80,1.0075
4.90,250,305.02,5672.83,5326.15,1906.06,25.3822,1.1549,3.30,0.9800
4.90,300,305.10,5700.68,5346.54,1902.63,25.4088,1.1569,3.70,0.9896
4.90,350,305.17,5723.92,5363.36,1899.84,25.4308,1.1587,4.10,0.9908
4.90,400,305.22,5743.82,5377.60,1897.52,25.4495,1.1602,4.50,0.9871
4.90,450,305.27,5761.18,5389.90,1895.54,25.4656,1.1616,4.80,1.0099
4.90,500,305.31,5776.54,5400.69,1893.81,25.4798,1.1628,5.20,0.9989
4.90,550,305.35,5790.31,5410.27,1892.29,25.4924,1.1639,5.60,0.9873
4.90,600,305.38,5802.76,5418.87,1890.94,25.5037,1.1650,5.90,0.9989
4.90,650,305.41,5814.11,5426.65,1889.72,25.5140,1.1660,6.20,1.0077
4.90,700,305.44,5824.54,5433.75,1888.62,25.5233,1.1669,6.60,0.9927
4.90,750,305.46,5834.16,5440.24,1887.62,25.5319,1.1677,6.90,0.9983
4.90,800,305.48,5843.10,5446.25,1886.70,25.5398,1.1685,7.20,1.0024
4.90,850,305.50,5851.43,5451.81,1885.84,25.5472,1.1693,7.50,1.0052
4.90,900,305.52,5859.23,5456.99,1885.06,25.5541,1.1700,7.80,1.0070
4.90,950,305.54,5866.56,5461.83,1884.32,25.5605,1.1706,8.10,1.0078
4.90,1000,305.55,5873.47,5466.36,1883.64,25.5665,1.1713,8.40,1.0080
5.00,100,305.21,5538.73,5232.35,1963.51,25.3552,1.1429,1.80,1.0242
5.00,150,305.45,5605.09,5284.40,1953.53,25.4228,1.1467,2.40,0.9705
5.00,200,305.60,5651.43,5320.13,1946.94,25.4693,1.1495,2.80,1.0171
5.00,250,305.72,5686.88,5347.09,1942.11,25.5045,1.1518,3.30,0.9897
5.00,300,305.81,5715.49,5368.58,1938.34,25.5326,1.1537,3.70,0.9993
5.00,350,305.88,5739.41,5386.36,1935.28,25.5559,1.1553,4.10,1.0004
5.00,400,305.94,5759.91,5401.46,1932.72,25.5756,1.1568,4.50,0.9965
5.00,450,305.99,5777.82,5414.53,1930.52,25.5928,1.1581,4.90,0.9898
5.00,500,306.03,5793.70,5426.03,1928.61,25.6079,1.1592,5.20,1.0082
5.00,550,306.07,5807.94,5436.27,1926.93,25.6213,1.1603,5.60,0.9964
5.00,600,306.11,5820.84,5445.47,1925.43,25.6334,1.1613,5.90,1.0080
5.00,650,306.14,5832.61,5453.82,1924.08,25.6444,1.1622,6.30,0.9941
5.00,700,306.17,5843.43,5461.44,1922.85,25.6545,1.1630,6.60,1.0016
5.00,750,306.20,5853.43,5468.45,1921.73,25.6637,1.1638,6.90,1.0071
5.00,800,306.22,5862.72,5474.92,1920.70,25.6722,1.1646,7.30,0.9919
5.00,850,306.24,5871.39,5480.93,1919.75,25.6802,1.1653,7.60,0.9954
5.00,900,306.26,5879.52,5486.53,1918.87,25.6876,1.1660,7.90,0.9978
5.00,950,306.28,5887.15,5491.77,1918.05,25.6945,1.1666,8.20,0.9993
5.00,1000,306.30,5894.36,5496.69,1917.28,25.7010,1.1672,8.50,1.0000
5.10,100,305.82,5547.66,5245.85,2001.73,25.4657,1.1409,1.80,1.0300
5.10,150,306.08,5615.14,5299.62,1990.91,25.5357,1.1444,2.40,0.9789
5.10,200,306.24,5662.38,5336.71,1983.75,25.5841,1.1470,2.90,0.9743
5.10,250,306.37,5698.58,5364.80,1978.48,25.6208,1.1491,3.30,0.9997
5.10,300,306.46,5727.85,5387.27,1974.37,25.6502,1.1509,3.70,1.0095
5.10,350,306.54,5752.35,5405.91,1971.01,25.6746,1.1524,4.10,1.0105
5.10,400,306.61,5773.38,5421.78,1968.20,25.6954,1.1538,4.50,1.0065
5.10,450,306.66,5791.77,5435.56,1965.79,25.7135,1.1550,4.90,0.9995
5.10,500,306.71,5808.10,5447.70,1963.69,25.7295,1.1560,5.30,0.9908
5.10,550,306.75,5822.76,5458.53,1961.83,25.7437,1.1570,5.60,1.0059
5.10,600,306.79,5836.04,5468.29,1960.18,25.7565,1.1580,6.00,0.9937
5.10,650,306.83,5848.18,5477.16,1958.68,25.7682,1.1588,6.30,1.0034
5.10,700,306.86,5859.35,5485.27,1957.33,25.7789,1.1596,6.70,0.9898
5.10,750,306.89,5869.69,5492.74,1956.09,25.7887,1.1604,7.00,0.9962
5.10,800,306.91,5879.29,5499.65,1954.95,25.7978,1.1611,7.30,1.0009
5.10,850,306.94,5888.27,5506.07,1953.90,25.8063,1.1617,7.60,1.0044
5.10,900,306.96,5896.68,5512.07,1952.92,25.8142,1.1624,7.90,1.0068
5.10,950,306.98,5904.60,5517.68,1952.01,25.8216,1.1630,8.20,1.0082
5.10,1000,307.00,5912.07,5522.96,1951.15,25.8286,1.1635,8.60,0.9927
5.20,100,306.39,5554.90,5256.99,2040.35,25.5711,1.1391,1.80,1.0351
5.20,150,306.66,5623.33,5312.25,2028.67,25.6433,1.1424,2.40,0.9868
5.20,200,306.84,5671.33,5350.51,2020.92,25.6933,1.1449,2.90,0.9837
5.20,250,306.97,5708.17,5379.59,2015.20,25.7314,1.1469,3.30,1.0098
5.20,300,307.07,5738.00,5402.91,2010.73,25.7620,1.1485,3.80,0.9810
5.20,350,307.16,5763.00,5422.31,2007.07,25.7875,1.1499,4.20,0.9860
5.20,400,307.23,5784.49,5438.87,2004.00,25.8092,1.1512,4.60,0.9853
5.20,450,307.29,5803.30,5453.27,2001.37,25.8281,1.1523,4.90,1.0097
5.20,500,307.34,5820.02,5465.99,1999.07,25.8449,1.1533,5.30,1.0008
5.20,550,307.39,5835.04,5477.36,1997.04,25.8598,1.1542,5.70,0.9909
5.20,600,307.43,5848.67,5487.62,1995.22,25.8733,1.1551,6.00,1.0035
5.20,650,307.47,5861.13,5496.95,1993.58,25.8856,1.1559,6.40,0.9911
5.20,700,307.50,5872.60,5505.51,1992.09,25.8969,1.1566,6.70,0.9994
5.20,750,307.53,5883.22,5513.39,1990.73,25.9073,1.1573,7.00,1.0058
5.20,800,307.56,5893.11,5520.70,1989.48,25.9169,1.1580,7.40,0.9915
5.20,850,307.59,5902.34,5527.50,1988.32,25.9259,1.1586,7.70,0.9957
5.20,900,307.62,5911.01,5533.86,1987.24,25.9343,1.1592,8.00,0.9987
5.20,950,307.64,5919.17,5539.82,1986.23,25.9422,1.1597,8.30,1.0007
5.20,1000,307.66,5926.88,5545.43,1985.29,25.9496,1.1603,8.60,1.0019
5.30,100,306.91,5560.65,5266.06,2079.40,25.6719,1.1377,1.80,1.0396
5.30,150,307.20,5629.87,5322.58,2066.84,25.7459,1.1408,2.40,0.9942
5.30,200,307.39,5678.50,5361.84,2058.48,25.7974,1.1431,2.90,0.9929
5.30,250,307.53,5715.89,5391.76,2052.31,25.8367,1.1449,3.30,1.0200
5.30,300,307.64,5746.19,5415.82,2047.46,25.8684,1.1464,3.80,0.9914
5.30,350,307.73,5771.62,5435.88,2043.50,25.8948,1.1478,4.20,0.9965
5.30,400,307.81,5793.49,5453.04,2040.17,25.9173,1.1489,4.60,0.9957
5.30,450,307.87,5812.66,5467.99,2037.30,25.9370,1.1500,5.00,0.9914
5.30,500,307.93,5829.71,5481.21,2034.80,25.9544,1.1509,5.30,1.0113
5.30,550,307.98,5845.04,5493.05,2032.59,25.9701,1.1518,5.70,1.0012
5.30,600,308.03,5858.96,5503.75,2030.61,25.9842,1.1526,6.10,0.9905
5.30,650,308.07,5871.70,5513.50,2028.82,25.9970,1.1533,6.40,1.0012
5.30,700,308.11,5883.43,5522.44,2027.19,26.0088,1.1540,6.70,1.0095
5.30,750,308.14,5894.30,5530.70,2025.70,26.0198,1.1547,7.10,0.9959
5.30,800,308.17,5904.43,5538.36,2024.33,26.0299,1.1553,7.40,1.0014
5.30,850,308.20,5913.89,5545.50,2023.06,26.0393,1.1558,7.70,1.0055
5.30,900,308.23,5922.78,5552.18,2021.87,26.0481,1.1564,8.00,1.0084
5.30,950,308.25,5931.15,5558.45,2020.77,26.0564,1.1569,8.40,0.9938
5.30,1000,308.28,5939.06,5564.36,2019.74,26.0643,1.1574,8.70,0.9956
5.40,100,307.39,5565.07,5273.28,2118.91,25.7683,1.1364,1.90,0.9586
5.40,150,307.69,5634.94,5330.85,2105.46,25.8440,1.1394,2.40,1.0010
5.40,200,307.90,5684.09,5370.96,2096.48,25.8968,1.1415,2.90,1.0017
5.40,250,308.05,5721.93,5401.59,2089.84,25.9371,1.1433,3.40,0.9862
5.40,300,308.17,5752.62,5426.29,2084.61,25.9697,1.1447,3.80,1.0018
5.40,350,308.26,5778.41,5446.91,2080.34,25.9969,1.1459,4.20,1.0073
5.40,400,308.35,5800.61,5464.58,2076.74,26.0202,1.1470,4.60,1.0066
5.40,450,308.42,5820.08,5480.00,2073.64,26.0406,1.1480,5.00,1.0021
5.40,500,308.48,5837.40,5493.66,2070.93,26.0586,1.1489,5.40,0.9954
5.40,550,308.53,5853.00,5505.90,2068.53,26.0748,1.1497,5.70,1.0119
5.40,600,308.58,5867.16,5516.98,2066.38,26.0894,1.1504,6.10,1.0011
5.40,650,308.63,5880.14,5527.09,2064.44,26.1028,1.1511,6.50,0.9900
5.40,700,308.67,5892.09,5536.38,2062.67,26.1151,1.1518,6.80,0.9992
5.40,750,308.70,5903.18,5544.96,2061.04,26.1265,1.1524,7.10,1.0063
5.40,800,308.74,5913.50,5552.93,2059.55,26.1370,1.1529,7.50,0.9930
5.40,850,308.77,5923.17,5560.37,2058.16,26.1469,1.1535,7.80,0.9978
5.40,900,308.80,5932.24,5567.33,2056.87,26.1561,1.1540,8.10,1.0013
5.40,950,308.82,5940.80,5573.88,2055.67,26.1648,1.1545,8.40,1.0039
5.40,1000,308.85,5948.88,5580.05,2054.54,26.1729,1.1549,8.70,1.0056
5.50,100,307.82,5568.30,5278.87,2158.96,25.8607,1.1354,1.90,0.9618
5.50,150,308.15,5638.69,5337.31,2144.59,25.9377,1.1382,2.40,1.0069
5.50,200,308.36,5688.27,5378.12,2134.96,25.9916,1.1403,2.90,1.0099
5.50,250,308.53,5726.48,5409.36,2127.84,26.0329,1.1419,3.40,0.9958
5.50,300,308.65,5757.50,5434.58,2122.23,26.0662,1.1433,3.80,1.0123
5.50,350,308.76,5783.57,5455.67,2117.63,26.0942,1.1444,4.30,0.9844
5.50,400,308.84,5806.04,5473.77,2113.75,26.1181,1.1454,4.70,0.9869
5.50,450,308.92,5825.76,5489.57,2110.42,26.1391,1.1464,5.00,1.0133
5.50,500,308.98,5843.32,5503.61,2107.49,26.1577,1.1472,5.40,1.0065
5.50,550,309.04,5859.13,5516.20,2104.90,26.1743,1.1479,5.80,0.9983
5.50,600,309.09,5873.50,5527.61,2102.58,26.1895,1.1486,6.20,0.9892
5.50,650,309.14,5886.67,5538.03,2100.48,26.2033,1.1493,6.50,1.0008
5.50,700,309.18,5898.81,5547.61,2098.56,26.2160,1.1499,6.80,1.0100
5.50,750,309.22,5910.08,5556.47,2096.80,26.2278,1.1505,7.20,0.9975
5.50,800,309.26,5920.57,5564.71,2095.18,26.2387,1.1510,7.50,1.0036
5.50,850,309.29,5930.40,5572.40,2093.68,26.2489,1.1515,7.80,1.0084
5.50,900,309.33,5939.63,5579.61,2092.28,26.2585,1.1520,8.20,0.9949
5.50,950,309.35,5948.34,5586.39,2090.97,26.2675,1.1524,8.50,0.9980
5.50,1000,309.38,5956.57,5592.78,2089.75,26.2760,1.1528,8.80,1.0002
5.60,100,308.22,5570.49,5283.02,2199.54,25.9492,1.1345,1.90,0.9645
5.60,150,308.56,5641.29,5342.16,2184.25,26.0275,1.1372,2.40,1.0119
5.60,200,308.79,5691.20,5383.55,2174.00,26.0823,1.1392,2.90,1.0173
5.60,250,308.96,5729.70,5415.27,2166.36,26.1244,1.1408,3.40,1.0050
5.60,300,309.09,5760.98,5440.93,2160.36,26.1584,1.1420,3.90,0.9852
5.60,350,309.21,5787.29,5462.41,2155.43,26.1869,1.1432,4.30,0.9951
5.60,400,309.30,5809.98,5480.86,2151.27,26.2115,1.1441,4.70,0.9979
5.60,450,309.38,5829.90,5497.01,2147.69,26.2329,1.1450,5.10,0.9963
5.60,500,309.45,5847.64,5511.35,2144.55,26.2520,1.1458,5.50,0.9918
5.60,550,309.51,5863.63,5524.23,2141.76,26.2691,1.1465,5.80,1.0096
5.60,600,309.57,5878.17,5535.90,2139.26,26.2846,1.1471,6.20,1.0004
5.60,650,309.62,5891.50,5546.58,2137.00,26.2988,1.1477,6.60,0.9907
5.60,700,309.66,5903.80,5556.41,2134.93,26.3119,1.1483,6.90,1.0007
5.60,750,309.71,5915.21,5565.50,2133.04,26.3240,1.1488,7.20,1.0086
5.60,800,309.74,5925.84,5573.95,2131.29,26.3353,1.1493,7.60,0.9962
5.60,850,309.78,5935.80,5581.87,2129.67,26.3458,1.1498,7.90,1.0016
5.60,900,309.81,5945.17,5589.28,2128.15,26.3557,1.1503,8.20,1.0057
5.60,950,309.85,5954.00,5596.26,2126.74,26.3650,1.1507,8.60,0.9926
5.60,1000,309.88,5962.35,5602.86,2125.41,26.3738,1.1511,8.90,0.9954
5.70,100,308.57,5571.73,5285.90,2240.75,26.0342,1.1338,1.90,0.9667
5.70,150,308.93,5642.84,5345.59,2224.51,26.1135,1.1364,2.40,1.0162
5.70,200,309.17,5693.02,5387.43,2213.60,26.1691,1.1383,2.90,1.0237
5.70,250,309.35,5731.74,5419.55,2205.49,26.2119,1.1398,3.40,1.0134
5.70,300,309.50,5763.22,5445.55,2199.08,26.2465,1.1411,3.90,0.9949
5.70,350,309.61,5789.72,5467.36,2193.79,26.2755,1.1421,4.30,1.0057
5.70,400,309.71,5812.58,5486.10,2189.35,26.3005,1.1430,4.70,1.0090
5.70,450,309.80,5832.66,5502.51,2185.52,26.3224,1.1439,5.10,1.0076
5.70,500,309.87,5850.55,5517.10,2182.15,26.3419,1.1446,5.50,1.0032
5.70,550,309.94,5866.68,5530.21,2179.17,26.3594,1.1453,5.90,0.9970
5.70,600,310.00,5881.36,5542.12,2176.49,26.3752,1.1459,6.30,0.9895
5.70,650,310.05,5894.81,5553.00,2174.06,26.3898,1.1465,6.60,1.0021
5.70,700,310.10,5907.23,5563.03,2171.84,26.4032,1.1470,7.00,0.9921
5.70,750,310.15,5918.76,5572.32,2169.81,26.4156,1.1475,7.30,1.0007
5.70,800,310.19,5929.51,5580.97,2167.93,26.4271,1.1480,7.60,1.0076
5.70,850,310.23,5939.58,5589.05,2166.18,26.4379,1.1484,8.00,0.9955
5.70,900,310.26,5949.04,5596.64,2164.55,26.4481,1.1488,8.30,1.0002
5.70,950,310.30,5957.98,5603.78,2163.03,26.4576,1.1492,8.60,1.0038
5.70,1000,310.33,5966.43,5610.53,2161.60,26.4666,1.1496,8.90,1.0065
5.80,100,308.88,5572.15,5287.64,2282.64,26.1159,1.1333,1.90,0.9685
5.80,150,309.26,5643.47,5347.76,2265.43,26.1960,1.1358,2.40,1.0196
5.80,200,309.52,5693.84,5389.96,2253.86,26.2523,1.1376,3.00,0.9805
5.80,250,309.71,5732.72,5422.38,2245.24,26.2956,1.1391,3.50,0.9796
5.80,300,309.86,5764.36,5448.66,2238.43,26.3307,1.1402,3.90,1.0040
5.80,350,309.98,5790.99,5470.71,2232.83,26.3602,1.1413,4.30,1.0160
5.80,400,310.09,5813.98,5489.68,2228.09,26.3856,1.1421,4.80,0.9901
5.80,450,310.18,5834.18,5506.31,2224.00,26.4078,1.1429,5.20,0.9915
5.80,500,310.26,5852.19,5521.09,2220.41,26.4276,1.1436,5.60,0.9895
5.80,550,310.33,5868.43,5534.39,2217.19,26.4454,1.1443,5.90,1.0087
5.80,600,310.39,5883.21,5546.47,2214.33,26.4616,1.1449,6.30,1.0012
5.80,650,310.45,5896.76,5557.53,2211.73,26.4764,1.1454,6.70,0.9929
5.80,700,310.50,5909.28,5567.72,2209.36,26.4901,1.1459,7.00,1.0038
5.80,750,310.55,5920.89,5577.17,2207.18,26.5027,1.1464,7.40,0.9935
5.80,800,310.59,5931.73,5585.96,2205.16,26.5145,1.1469,7.70,1.0011
5.80,850,310.63,5941.89,5594.19,2203.29,26.5255,1.1473,8.00,1.0071
5.80,900,310.67,5951.44,5601.91,2201.55,26.5359,1.1477,8.40,0.9952
5.80,950,310.71,5960.45,5609.19,2199.92,26.5457,1.1481,8.70,0.9994
5.80,1000,310.74,5968.98,5616.08,2198.38,26.5549,1.1484,9.00,1.0026
5.90,100,309.15,5571.81,5288.39,2325.30,26.1944,1.1328,1.90,0.9699
5.90,150,309.55,5643.28,5348.82,2307.12,26.2752,1.1353,2.40,1.0223
5.90,200,309.82,5693.77,5391.27,2294.87,26.3321,1.1370,3.00,0.9849
5.90,250,310.02,5732.77,5423.93,2285.74,26.3758,1.1384,3.50,0.9860
5.90,300,310.18,5764.51,5450.41,2278.51,26.4113,1.1396,3.90,1.0121
5.90,350,310.31,5791.24,5472.65,2272.56,26.4412,1.1406,4.40,0.9929
5.90,400,310.42,5814.32,5491.79,2267.52,26.4669,1.1414,4.80,1.0006
5.90,450,310.52,5834.61,5508.58,2263.17,26.4894,1.1422,5.20,1.0026
5.90,500,310.60,5852.70,5523.52,2259.35,26.5095,1.1429,5.60,1.0010
5.90,550,310.67,5869.02,5536.97,2255.95,26.5276,1.1435,6.00,0.9969
5.90,600,310.74,5883.88,5549.19,2252.90,26.5440,1.1441,6.40,0.9911
5.90,650,310.80,5897.50,5560.38,2250.13,26.5590,1.1446,6.70,1.0049
5.90,700,310.86,5910.09,5570.69,2247.59,26.5729,1.1451,7.10,0.9961
5.90,750,310.91,5921.77,5580.26,2245.27,26.5858,1.1455,7.40,1.0056
5.90,800,310.96,5932.68,5589.17,2243.09,26.5978,1.1460,7.80,0.9952
5.90,850,311.00,5942.90,5597.51,2241.09,26.6090,1.1464,8.10,1.0019
5.90,900,311.04,5952.51,5605.34,2239.23,26.6195,1.1467,8.40,1.0072
5.90,950,311.08,5961.58,5612.73,2237.48,26.6295,1.1471,8.80,0.9955
5.90,1000,311.11,5970.17,5619.71,2235.84,26.6389,1.1474,9.10,0.9992
6.00,100,309.37,5570.81,5288.24,2368.85,26.2700,1.1324,1.90,0.9710
6.00,150,309.79,5642.34,5348.88,2349.68,26.3514,1.1349,2.40,1.0244
6.00,200,310.08,5692.90,5391.51,2336.74,26.4087,1.1366,3.00,0.9885
6.00,250,310.29,5731.97,5424.33,2327.08,26.4528,1.1380,3.50,0.9911
6.00,300,310.46,5763.78,5450.96,2319.43,26.4886,1.1391,4.00,0.9836
6.00,350,310.59,5790.57,5473.33,2313.12,26.5188,1.1400,4.40,1.0013
6.00,400,310.71,5813.71,5492.60,2307.78,26.5447,1.1409,4.80,1.0103
6.00,450,310.81,5834.06,5509.51,2303.17,26.5675,1.1416,5.30,0.9868
6.00,500,310.90,5852.21,5524.56,2299.11,26.5878,1.1423,5.60,1.0123
6.00,550,310.98,5868.58,5538.12,2295.50,26.6061,1.1429,6.00,1.0086
6.00,600,311.05,5883.48,5550.44,2292.26,26.6227,1.1434,6.40,1.0031
6.00,650,311.11,5897.16,5561.72,2289.31,26.6379,1.1439,6.80,0.9964
6.00,700,311.17,5909.79,5572.13,2286.62,26.6520,1.1444,7.10,1.0083
6.00,750,311.23,5921.53,5581.79,2284.14,26.6650,1.1448,7.50,0.9992
6.00,800,311.28,5932.48,5590.79,2281.85,26.6772,1.1452,7.80,1.0076
6.00,850,311.32,5942.74,5599.21,2279.72,26.6886,1.1456,8.20,0.9972
6.00,900,311.37,5952.40,5607.13,2277.74,26.6993,1.1460,8.50,1.0031
6.00,950,311.41,5961.51,5614.59,2275.87,26.7093,1.1463,8.90,0.9923
6.00,1000,311.45,5970.14,5621.65,2274.12,26.7189,1.1467,9.20,0.9965
